prompt,gold,split
was the movie shrek based on a book,True,train
can a hydrometer be used to measure the density of a liquid,True,train
can you pick up from the discard pile in rummy,True,train
are season 1 and 2 of slasher related,False,train
is there a age limit for american idol,True,train
was collectivisation part of the five year plans,True,train
are there flying squirrels in new york state,True,train
are the lakers and the warriors in the same division,True,train
is compressed nitrogen the same as nitrous oxide,False,train
did i'll have another win the triple crown,False,train
in the movie the book of eli is he blind,True,train
does in and out cook in peanut oil,False,train
is nigeria still a member of united nation,True,train
is there an attack on titan season 2,True,train
god save the queen same tune as my country tis of thee,True,train
is jamaica playing in the world cup this year,False,train
does paul mccartney sing in four five seconds,True,train
are they still making when calls the heart,True,train
is the prime minister part of the house of commons,True,train
can a single piece double jump in checkers,True,train
the movie bernie based on a true story,True,train
does the metro north go to middletown ny,True,train
are sodium chloride and saline the same thing,False,train
does a porterhouse steak have a bone in it,True,train
can the ball hit the net on a serve in tennis,True,train
by the mid-1980s fox had emerged as a viable fourth network,False,train
is a deed in lieu the same as foreclosure,False,train
do they have in n out in seattle,False,train
was there a swat tv show in the 70s,True,train
can you make coffee from a kentucky coffee tree,True,train
do you have to join a union in a right to work state,False,train
home and away does roo keep the baby,False,train
do you have to pay taxes in puerto rico,True,train
is an advance directive the same as a living will,True,train
do they make a new nba championship trophy every year,False,train
is season 7 the last season for once upon a time,True,train
is a 1 pound note still legal tender,False,train
is he blind in the movie book of eli,True,train
can a female have twins by two different fathers,True,train
is pittsburgh the only burgh with an h,False,train
does the u.s. have a $500 bill,False,train
is manas national park is name after the river,True,train
is the pectoral girdle part of the axial skeleton,True,train
is there a book of the bible called amos,True,train
does michael jordan son play in the nba,False,train
can i turn right on red in florida,True,train
does liquid coffee creamer have to be refrigerated,True,train
can xbox one s play xbox original games,True,train
does marvel vs capcom infinite have a story mode,True,train
are the days of the week named after the planets,True,train
can you be offsides on a shot on goal,False,train
did the bomb go off in grey's anatomy,True,train
are green bell peppers just unripe red bell peppers,True,train
who is the guy that plays mayhem on the commercials,False,train
does bourbon have to be distilled in kentucky,False,train
does cleveland state university have a football team,True,train
does piggy in lord of the flies die,True,train
do we have green mamba in south africa,True,train
can a king kill a king in chess,False,train
can a resident defendant remove to federal court,True,train
is the strangers prey at night a sequel,True,train
is the three billy goats gruff a fairy tale,True,train
is there a salary cap for the nba,True,train
who is egypt playing in the world cup,True,train
are shaw's and star market the same,False,train
are there vampires in from dusk till dawn,True,train
are jo wilson and alex karev still together,True,train
has vince carter ever been to the finals,False,train
does the bride have to wear a white dress,False,train
is there tequila in long island iced tea,True,train
is the world cup of soccer played every year,False,train
does everyone die in strangers prey at night,False,train
is there such a thing as a crab spider,True,train
is the movie tears of the sun a true story,False,train
is there a fault line in washington state,True,train
do you have to win by two in horseshoes,True,train
does the german proficiency badge go on orb,False,train
is it legal to drink in public in norway,False,train
is a check the same as a money order,False,train
is the czech republic in the european union,False,train
has nigeria ever been in the world cup,True,train
can there be a whirlpool in a lake,True,train
a man's home is his castle amendment,True,train
is cinnamon basil the same as thai basil,True,train
is there a supervolcano in yellowstone national park,True,train
does the original xbox need a memory card,False,train
did they have gatling guns in the civil war,True,train
is abercrombie and fitch and hollister the same company,True,train
is tk maxx and tj maxx the same,True,train
is the sun at its highest point at noon,False,train
can you get a 3 second violation on defense,True,train
does the subaru tribeca have a third row,True,train
can i buy a pistol without a permit in nc,True,train
are bath and body works and victoria's secret owned by the same company,True,train
is there a sequel to the movie sicario,True,train
is south africa part of the african union,True,train
is mothers day always the 2nd sunday of may,True,train
is the world cup trophy made of gold,True,train
is guam a part of the united states,True,train
is a irish twenty pound note legal tender,False,train
is ionization energy and ionization potential the same,True,train
has a south american country won a world cup in europe,True,train
is orlando cepeda in the hall of fame,True,train
is it possible for a woman to have twins with two different fathers,True,train
did the vikings win the battle of hastings,False,train
is angels with filthy souls a real movie,False,train
is the show taboo based on a true story,False,train
is jamaica a state of the united states,False,train
does only the senate vote for supreme court justices,True,train
is brazil the largest country in south america,True,train
is there a toll from oakland to san francisco,True,train
does a fielder's choice count as an at bat in baseball,True,train
if events a and b are mutually exclusive are they also collectively exhaustive,True,train
do you need a liquor license to sell beer in pa,True,train
can my remington 1100 shoot 3 inch shells,True,train
can ninhydrin be a useful indicator of proteins,True,train
were the articles of confederation effective in binding the states together,False,train
is jamaica part of the united states of america,False,train
is north korea a member if the un,True,train
do all cells in a multicellular organism have the same function,False,train
does the air force have a space force,True,train
can you throw a ball into the goal,False,train
can you open carry a handgun on your property in texas,True,train
is there a movie with 100 on rotten tomatoes,True,train
can a king castle after being in check,False,train
is the good witch filmed in a real town,True,train
is this last season for grey's anatomy,False,train
could flight 1549 have made it to an airport,False,train
can you drive through a red light in america,True,train
can you dress as a cop for halloween,True,train
did the japanese bomb australia during world war ii,True,train
has there ever been a 5 home run game,False,train
is there going to be an ant man 2 movie,True,train
have any of the kardashians graduated from college,True,train
has there ever been a tsunami in england,True,train
have the cowboys ever beat the steelers in a superbowl,True,train
do plants and fish live in the dead sea,False,train
can xbox 360 games work on xbox one,True,train
is brewers yeast the same as nutrional yeast,False,train
mosque comes from the arabic word masjid meaning,True,train
is a hare the same as a jack rabbit,True,train
is a magistrate the same as a justice of the peace,True,train
does the purple line go to union station,True,train
is there a magnetic field outside a solenoid,True,train
has a man won great british bake off,True,train
do you have to watch the clone wars movie before the tv show,True,train
are there any male calico cats in the world,True,train
is a zebra the same as a horse,False,train
is trent dilfer in the hall of fame,True,train
can you use windshield washer fluid to clean your car,False,train
is it possible to count cards in blackjack,True,train
did coach on cheers die in real life,True,train
will they make a season 5 of degrassi,True,train
is microsoft word a type of application software,True,train
is there a line between the pacific and atlantic ocean,False,train
was there ever a women's baseball league,True,train
are there soldiers in the tomb of the unknown soldier,True,train
can i travel if my ticket is rac,True,train
is a check valve the same as a backflow preventer,True,train
can you be in a coma for 6 months,True,train
is syria part of the chemical weapons convention,True,train
is there such a thing as a black eagle,True,train
will there ever be a 500 foot roller coaster,True,train
amazon's data warehousing service is called redshift,True,train
did the louvre used to be a palace,True,train
are any of the original cast of wizard of oz still alive,True,train
have england ever won the rugby world cup,True,train
is vegetative reproduction is a type of asexual reproduction,True,train
are there different time zones in south korea,False,train
is meet the parents the same as meet the fockers,False,train
is the danish krone worth more than the dollar,False,train
is trans am and firebird the same car,False,train
can you get married at 16 in canada,True,train
is it possible to simulate gravity in space,True,train
was the movie the terminal based on a true story,True,train
is cholesterol an essential component of the cell membrane,True,train
can i use a red rca cable for video,False,train
is shanghai in the same time zone as beijing,True,train
phytoplankton are heterotrophs which depend on autotrophs for nutrition,False,train
is charlie a girl in charlie and lola,False,train
is the prime minister a member of the house of commons,True,train
is bleed for this based on a true story,True,train
is grey's anatomy season 14 the last season,False,train
is there a season 5 of ripper street,True,train
is new moon and full moon the same thing,False,train
did dr. hook ever get their picture on the cover of the rolling stone,True,train
can an ice boat go faster than the wind,True,train
is the film a united kingdom based on a true story,True,train
did the bee gees sing my old mans a dustman,True,train
is there going to be a season 4 in the flash,True,train
are you supposed to shake a magic 8 ball,False,train
is it against the law to flash your lights,False,train
is secret of mana a final fantasy game,False,train
is bad moms 2 the same as bad moms christmas,True,train
does a fielder's choice count in batting average,True,train
is rampage the movie based off the game,True,train
is there a movie after wrath of the titans,False,train
the french flag is referred to as the blank because of its three colors,False,train
an anion is any atom or group of atoms with a positive charge,False,train
is vaseline the same as white petroleum jelly,True,train
whiskey tango foxtrot movie based on true story,True,train
do xbox 360 games work on the one,True,train
is walmart the largest retailer in the world,True,train
do the characters die at the end of blue lagoon,False,train
is the mlb wildcard a one game series,True,train
is the electron transport chain part of oxidative phosphorylation,True,train
is sallie mae backed by the federal government,False,train
do you run with the bat in rounders,False,train
is whole wheat flour and wholemeal flour the same,True,train
is alternative hypothesis the same as research hypotheses,True,train
is there a season 2 of tell me you love me,False,train
will there be a keeping faith series 2,True,train
is a aba number the same as a routing number,True,train
is jerry a girl on tom and jerry,False,train
is yonge street in toronto the longest in the world,False,train
is old bay seasoning the same as creole,False,train
is the movie no way out based on a true story,False,train
is relative extrema the same as local extrema,True,train
are there any deep coal mines left in the uk,False,train
is nassau county part of new york city,False,train
is marshall islands part of the united states,False,train
is an acre bigger than a square mile,False,train
will there be more seasons of degrassi next class,True,train
is vin number and serial number the same thing,False,train
are there any wild bison in north america,True,train
is the texas capitol taller than the us capitol,True,train
is sunset when the sun starts to set,False,train
does double jeopardy apply to a hung jury,False,train
is it illegal to be paid off the books,True,train
can slate be formed from any parent rock,False,train
was there a wall dividing east and west germany,True,train
does the snake river flow into the columbia river,True,train
do the bride and groom give a toast,False,train
was back to the future 1 and 2 filmed at the same time,False,train
is statue of liberty in new york city,True,train
do you ever find out how ted met their mother,True,train
have italy qualified for the world cup 2018,True,train
can a person be nearsighted in one eye and farsighted in the other,True,train
does spain have a king and a president,True,train
is a puma the same as a mountain lion,True,train
do april kepner and jackson avery get married,True,train
is there a vein that runs from the ring finger to the heart,False,train
have croatia ever been in a world cup final,True,train
do you get points for using all your letters in scrabble,True,train
is clearwater beach on the gulf of mexico,True,train
is oxygen the final electron acceptor in cellular respiration,True,train
is the incredible hulk part of the avengers,True,train
is the heart part of the central nervous system,False,train
does tara really die in sons of anarchy,True,train
can toxins pass through the blood brain barrier,True,train
do all toyota 4runners have 4 wheel drive,False,train
do spain and morocco share a land border,True,train
does monk ever find his wife's killer,True,train
does hit by pitch count towards on base percentage,True,train
is the movie rampage based on real events,False,train
is pepsi zero sugar the same as diet pepsi,False,train
can you get a bachelors in liberal arts,True,train
is face off season 13 the last season,True,train
an application is software that allows you to perform a specific task true or false,True,train
is palm beach and west palm beach the same,False,train
is morrisville state college a 4 year school,True,train
what is the first amendment freedom of religion,True,train
then came the last days of may true story,True,train
is all of france in one time zone,True,train
is university of lahore islamabad campus recognized by hec,True,train
is a yellow speed limit sign a suggested speed,True,train
is tortola a city in the british virgin islands,False,train
is it legal to marry a first cousin in australia,True,train
is there any truth to the lizzie borden chronicles,True,train
was there a father on the partridge family,False,train
is salt water the same as sea water,True,train
is never let me go a dystopian novel,True,train
is there a such thing as 1000 dollar bill,False,train
is the texas state guard part of the military,True,train
are jace and clary really brother and sister in the books,False,train
are blue whales and sperm whales the same,False,train
is trish stratus in the hall of fame,True,train
is a chickpea the same as a garbanzo bean,True,train
are world cup players citizens of their country,False,train
is between shades of gray based on a true story,True,train
can you buy alcohol in oregon on sunday,True,train
can you put corning ware in the oven,True,train
is a bowling pin as tall as it is round,False,train
is the movie a quiet place based on a true story,False,train
did they ever find the other half of the titanic,True,train
is once upon a time having a season 7,True,train
is the secretary part of the board of directors,False,train
does san francisco state university have a football team,False,train
has a car ever driven a million miles,True,train
do us nintendo 64 games work in australia,False,train
do all angles in a triangle add up to 180,True,train
does early access give you the full game,False,train
does fifty shades freed have a happy ending,True,train
can a us born citizen have dual citizenship,True,train
is it ok to be afraid of roller coasters,True,train
is snape harry potter's father in the movie,False,train
is marley from marley and me a boy,True,train
is a circle and a sphere the same,False,train
does the main character in the martian live,True,train
can you have dual citizenship in the netherlands,True,train
did the captain of the uss indianapolis survive,True,train
does the r train stop at jay street,True,train
is civic holiday a statutory holiday in toronto,False,train
is the mule a separate species from the horse and donkey,False,train
is there a bridge across the strait of gibraltar,False,train
does silence of the lambs come before hannibal,True,train
are the marines a branch of the navy,False,train
can led lights be used for growing plants,True,train
can you play multiplayer on god of war,False,train
was the war of 1812 the american revolution,False,train
are producers the source of all the food in an ecosystem,True,train
is an emg the same as a nerve conduction test,True,train
do we ever find out who the mother is in how i met your mother,True,train
is curtis martin in the hall of fame,True,train
can a fan interfere with a foul ball,True,train
was the wizard of oz ever on broadway,True,train
does yahtzee have to be in one roll,False,train
is harvard divinity school part of harvard university,True,train
has there ever been a rookie finals mvp,True,train
is the movie the quiet place based on a book,False,train
is national insurance number the same as tax number,False,train
has anyone ever been to the south pole,True,train
can a diesel engine run on wood gas,True,train
is the movie split part of a trilogy,True,train
is every rational number is a real number,True,train
was the movie papillon based on a true story,True,train
was 100 things to do before high school cancelled,True,train
is the thyroid part of the lymph system,False,train
is the house of night series a movie,False,train
do all dicot plants have tap root system,True,train
is the clerks movie in black and white,True,train
is there such a thing as a water allergy,True,train
did tom hanks get an award for forrest gump,True,train
can rac e ticket holder board the train,True,train
are the twins in the parent trap the same person,True,train
do the losers keep the money on tipping point,False,train
has the usa mens team ever won the world cup,False,train
is the department of education a government agency,True,train
can you take the jeopardy online test more than once,False,train
is there a glacier in glacier national park,True,train
is the first round of nba playoffs best of 7,True,train
does a change in price shift the demand curve,False,train
can the nfl draft out of high school,False,train
is no contest the same as nolo contendere,True,train
is the bank of england a private limited company,True,train
is the heart controlled by the autonomic nervous system,True,train
does the franchise tag count against the salary cap,False,train
is a registered domestic partnership the same as marriage,True,train
do you have to be married to be an lds bishop,True,train
is there a difference between arrhythmia and dysrhythmia,False,train
did david cassidy write i write the songs,False,train
does the mississippi river flow into the ocean,True,train
has there ever been a penalty shootout in a world cup final,True,train
can a bullet shot in the air come down and kill,True,train
will there be a season 2 of legion,True,train
do they have mac and cheese in england,True,train
have israel ever played in the world cup,True,train
was silence of the lambs based on a book,True,train
is there a toll for the george washington bridge,True,train
is lemonade mouth based on a true story,False,train
can you buy disney movies that are in the vault,False,train
are office depot and staples the same company,False,train
is a self uniting marriage legal in pa,True,train
is there a place where 4 states meet,True,train
is a savings account considered a demand deposit account,False,train
is season 11 of big bang theory the last,False,train
does separation of church and state apply to public schools,True,train
can you get tested to see if your a virgin,False,train
is there an end scene in avengers infity war,True,train
can human eyes reflect light in the dark,True,train
is a car an example of a wheel and axle,True,train
does the privacy act of 1974 apply to corporations,False,train
can god of war be played on ps3,True,train
is there a darth vader gargoyle on the national cathedral,True,train
can you have twin babies from different fathers,True,train
can you get cruise control on a manual car,True,train
is 1 liter of water equal to 1 kg,True,train
is the game tag really called touch and go,False,train
are they making a new scooby doo movie,True,train
is phenylephrine hydrochloride the same as pseudoephedrine hydrochloride,False,train
can an indian president run for office again,True,train
roswell do max and liz end up together,True,train
is the average the same as the median,False,train
is there a season 4 of the fall,False,train
is samurai champloo based on a true story,True,train
has there been any space missions to mars,False,train
does a karyotype tell all of a person's genetic characteristics,True,train
has a magician ever won america's got talent,True,train
is halo 4 in the master chief collection,True,train
can a sailboat travel faster than the wind,True,train
original wizard of oz was it in color,True,train
can you take the king of the board in chess,False,train
is facebook and instagram owned by the same company,True,train
are they making a season 2 of lab rats elite force,False,train
is the art institute of las vegas accredited,True,train
do you have to pay royalties for happy birthday,True,train
is there a proper way to put toilet paper on,False,train
is systemic functional grammar a contemporary language theory,True,train
does the sun not go down in alaska,True,train
is palm beach atlantic university a christian school,True,train
can you play a double bass with a bow,True,train
michelangelo painted the ceiling of the sistine chapel,True,train
can two houses have the same postal code,True,train
is new zealand a part of the eu,False,train
can red eared sliders live in the wild,True,train
is the big island the island of hawaii,True,train
can the xbox one x play 360 games,True,train
is it possible for the philippines to experience a temperate climate,False,train
is k2 the highest mountain in the world,False,train
futures contracts are bought and sold in organized markets such as the chicago board of trade,True,train
are marshmallow fluff and marshmallow creme the same,False,train
are neurons part of the central nervous system,True,train
does the bible say jesus walked on water,True,train
do you need glasses for reald 3d movies,True,train
can you mate a zebra and a horse,True,train
is driver's license a government issued id,True,train
does prosecco have to be made in italy,True,train
is the salmon cooked in a philadelphia roll,True,train
did mark sloan die on grey's anatomy,True,train
have england always qualified for the world cup,False,train
is it possible to be pregnant with twins with two different fathers,True,train
is green beret the same as special forces,True,train
do sam and dean find their mother killer,True,train
is season 2 of attack on titan out,True,train
does the cat die in the movie hush,False,train
is love is tv show based on a true story,False,train
has there ever been a hurricane named ginger,True,train
are there any other names for huntington's disease,True,train
is coca leaf tea legal in the us,False,train
is there a second place prize for survivor,True,train
is the duke of edinburgh the queen's husband,True,train
is den haag the same as the hague,True,train
do identical twins have to be in the same sac,True,train
is physical therapy part of the medical field,True,train
do you burn more calories than you eat celery,False,train
is wembley stadium in zones 1-6,True,train
is 45 colt the same as long colt,True,train
is ground beef and minced beef the same thing,True,train
does blair lose her baby on gossip girl,True,train
is new zealand part of the australia continent,False,train
is your heart part of the circulatory system,True,train
was john coffey guilty in the green mile,False,train
was there ever a fort in fort lauderdale,True,train
is there a book 4 of avatar the last airbender,True,train
a triangle with one obtuse angle must have two acute angles,True,train
is fashion institute of technology a suny school,True,train
is ancient rome and the roman empire the same thing,False,train
is season 14 last season of grey's anatomy,False,train
does the navy still have deep sea divers,True,train
is lily of the valley poisonous to humans,True,train
do you have to have a return address on an envelope,False,train
do presidents get paid after they leave office,True,train
is serbia part of the european economic area,False,train
does france have a 35 hour work week,True,train
is sierra mist the same as mist twist,True,train
do morning doves lay eggs more than once a year,True,train
is it illegal to smoke weed in utah,True,train
did korn do the voices in south park,True,train
does copper sulphate dissolved in water to form a blue solution,True,train
are simmons and serta owned by the same company,True,train
is there a season 3 of rick and morty,True,train
did kobe bryant started his first year in the nba,True,train
is chickpea flour and gram flour the same thing,True,train
did manchester city win the football league in 1966,True,train
can a irrational number be a real number,True,train
can a non resident carry a gun in vermont,True,train
is the new god of war connected to the old ones,True,train
is bavarian cream the same as pastry cream,False,train
does sky and freesat use the same satellite,True,train
is a red bug the same as a chigger,False,train
did they really use birds to send messages,True,train
is the film perfume based on a true story,False,train
can i go to a shooting range without a license,True,train
is it illegal to take off car emblems,False,train
did england have a draft in world war 2,True,train
can putting soap in a child mouth harm them,True,train
can i have a beard in the marines,False,train
is nonverbal learning disorder in the dsm 5,False,train
is golden syrup and treacle the same thing,True,train
can you take a boat from lake superior to the atlantic ocean,True,train
is getty images related to j paul getty,True,train
do nations get to keep the world cup trophy,False,train
the walking dead do they ever find sophia,True,train
is this the last season of marvel agents of shield,False,train
is south korea qualified for the world cup,True,train
is it illegal to own a coca plant,True,train
does texas have the law stand your ground,True,train
do i have to show my cards in poker,True,train
were the characters in blue lagoon brother and sister,False,train
do the great lakes connected to the ocean,True,train
was the raid at harpers ferry a success,False,train
does lake coeur d'alene freeze in the winter,True,train
antivirus software is considered a form of application software,True,train
is there gonna be a season 8 of nurse jackie,False,train
are kellogg's and general mills the same,False,train
do you need a permit to conceal carry in nevada,True,train
can you threaten to take someone to court,True,train
is the cn tower one of the tallest buildings,True,train
are pinto beans and brown beans the same thing,True,train
is a structure found in the crista ampullaris,False,train
does usa have a soccer team in fifa,True,train
is i-495 a toll road in massachusetts,False,train
did they have red dot sights in ww1,False,train
is the rundown and welcome to the jungle the same film,True,train
can i travel in europe with an id card,True,train
does florida constitution have a bill of rights,True,train
do they find the little girl in season 2 of walking dead,True,train
is the book congo based on a true story,False,train
does northern line stop at tottenham court road,True,train
is there an airport in myrtle beach sc,True,train
was there a weekend at bernie's 2,True,train
is free trade the same as international trade,False,train
is there a storyline to star wars battlefront,False,train
do they salt the roads in washington state,False,train
is square feet and feet the same thing,False,train
are there grizzly bears on the east coast,True,train
do cristina and burke ever get back together,False,train
is the nanny based on a true story,True,train
with regard to the pressure gradient force air will always move from low to high pressure,False,train
is the abdomen and the stomach the same thing,False,train
is there a toll both ways on the george washington bridge,False,train
is fast and furious 7 the last one,False,train
can you vote in canada if you have a criminal record,True,train
does dennis from hotel transylvania become a vampire,True,train
is it true that paid search marketing is completely driven by google,False,train
is collision damage waiver the same as loss damage waiver,True,train
is i didn't know i was pregnant still on tv,False,train
are kevin and bean still on the radio,True,train
will there be a fifth season of blacklist,True,train
is there an age limit to become president,True,train
is percy jackson in the lost hero book,True,train
does nien nunb die in the last jedi,False,train
is the sorcerer stone and the philosopher stone the same,True,train
is the red-eyed tree frog poisonous,False,train
do all countries in south america speak spanish,False,train
is bar keepers friend the same as comet,False,train
has boise state ever won a national championship,True,train
the earliest form of state police agency to emerge in the united states was the texas rangers,True,train
are any of the hogan's heroes still alive,True,train
does i am number 4 have a sequel,False,train
does hagrid die in harry potter and the deathly hallows,False,train
does the west coast of mexico get hurricanes,True,train
is the witcher 3 based on a book,True,train
is texas the largest state in the us,False,train
has anyone ever found a four leaf clover,True,train
was there a sequel to flowers in the attic,True,train
has cuba ever been to the world cup,True,train
is a flight ticket and boarding pass the same thing,False,train
is the end of the fing world on netflix,True,train
is the movie carol based on a true story,False,train
does winning the europa league qualify you for the champions league,True,train
is mother in laws tongue the same as snake plant,True,train
is st thomas part of the british virgin islands,False,train
will there be a season 3 of marseilles,False,train
can a pitcher fake to third in high school,False,train
is mike's hard lemonade a wine cooler,False,train
can malachite green be used as a counterstain,True,train
can coefficient of variation be more than 1,True,train
do robins have more than one set of eggs per year,True,train
does a blunt wraps have tobacco in it,True,train
is the movie the immigrant based on a true story,True,train
is chumlee from pawn stars still on the show,True,train
can i get a federal concealed carry permit,False,train
does sweeney todd know johanna is his daughter,False,train
has a president ever become a supreme court justice,True,train
do periods in the periodic table have similar properties,False,train
is an honorary doctorate the same as a doctorate,False,train
in uno can you win on a wild card,True,train
the currency of all eu countries is the euro,False,train
is the republic of ireland part of the united kingdom,False,train
was the fair labor standards act part of the new deal,True,train
is the amazing spider man part of the marvel cinematic universe,False,train
is anytime fitness the same as 24 hour fitness,False,train
will there be a season 3 of private eyes,True,train
can you lead with a spade in spades,True,train
is trader joe's on the east coast,True,train
can you still go to the nba straight out of high school,False,train
is season 5 of orange is the new black the last season,False,train
is there such a thing as a 5 star general,True,train
is what happened to monday based on a book,False,train
is umuc the same as university of maryland,False,train
does duke's mayonnaise have sugar in it,False,train
are the sierra nevadas part of the rockies,False,train
can u have a supercharger and a turbo,True,train
do mainland chinese need a visa for taiwan,True,train
have the washington capitals ever played in the stanley cup finals,True,train
was ireland ever part of the united kingdom,True,train
will there be a sequel to fifty shades darker,True,train
do dogs all have the same blood type,False,train
the fermentation of sugar to alcohol can take place only if living yeast cells are present,False,train
is a pinky a finger yes or no,True,train
is overhead press the same as shoulder press,True,train
is nj license an enhanced driver's license,False,train
does everyone on are you the one get a million dollars,False,train
are calling hours the same as a wake,True,train
is the house in the ghost and mr chicken the munsters house,False,train
was the nightmare before christmas a disney movie,True,train
does each president get a new air force one,False,train
is there an ocean called the southern ocean,True,train
is check valve and non return valve same,True,train
do all high schools have a senior project,False,train
was josh duhamel in all the transformers movies,False,train
will there be a young justice season 3,True,train
does the metro north go to new jersey,False,train
does it have to be cold for hail,True,train
does second place on survivor win any money,True,train
is there a spark plug in diesel engine,False,train
has dominican republic ever been to the world cup,False,train
did dee and mac meet on the show,True,train
commonly known as hives are itchy wheals caused by an allergic reaction,True,train
is ray guy in the hall of fame,True,train
is fantastic beasts and where to find them related to harry potter,True,train
was all about eve marilyn monroe's first movie,False,train
is rollie fingers in the hall of fame,True,train
is pink and victoria secret the same store,True,train
did borderlands 2 come out before the pre sequel,True,train
did the chicago blackhawks make the nhl playoffs,True,train
is a daughter in law considered a lineal descendant,False,train
can you get drafted if you go to college,True,train
you play xbox 360 games on xbox one,True,train
is alpha emission the same as alpha decay,True,train
is the union of two infinite sets always an infinite set,True,train
can you only move the king in check,True,train
do both parties get paid on judge judy,True,train
is puerto rico part of the united state,True,train
does the continental divide separate canada from the united states,False,train
was agent orange used in the korean war,True,train
does whoopi goldberg really sing in sister act,True,train
is a semi colon the same as a comma,False,train
1945 b-29 superfortress bombers begin to drop supplies into allied prisoner of war camps in china,True,train
can a mlb team play less than 162 games,True,train
can you drink at any age in wisconsin,False,train
is victoria secret and bath and body works the same company,True,train
is there a movie theater in the white house,True,train
is there a sequel after batman vs superman,True,train
was the united states involved in desert storm yes no,True,train
has the game of thrones book series finished,False,train
is the universal declaration of human rights a legally binding document,False,train
does paper beat rock in rock paper scissors,True,train
can puerto rico vote in the us election,False,train
is jake and the neverland pirates still on tv,False,train
is the drinking age 21 in all us states,False,train
is ebitda the same as profit before tax,True,train
is jab harry met sejal a remake of when harry met sally,True,train
is xbox live and game pass the same,False,train
does 13 reasons why have a season 2,True,train
does sign language vary from country to country,True,train
is there a gaseous phase in the phosphorus cycle,False,train
is it possible to use water as fuel,False,train
is the wwe universal championship a world title,True,train
is the pay it forward movie a true story,False,train
has any team blew a 3-0 lead,True,train
is commercial speech protected by the 1st amendment,True,train
did the time lords created the weeping angels,False,train
did eric clapton ever sing knocking on heaven's door,True,train
is wentworth prison based on a true story,False,train
is the european convention on human rights a treaty,True,train
does sirius radio have an elton john channel,False,train
can you have a concealed weapon in new york,True,train
are branches of lymph capillaries inside villi of intestine,True,train
is catan the same as settlers of catan,True,train
does the us post office make a profit,True,train
are there any poisonous frogs in the us,True,train
is the dominican republic in the atlantic ocean,True,train
can nail fungus be caused by nail polish,False,train
is nicky ricky dicky and dawn still on tv,False,train
can you die if you sleep with the fan on,False,train
is pound world and pound land the same company,False,train
is jabba the hutt in empire strikes back,False,train
have the milwaukee brewers ever won a championship,False,train
can you get to the ocean from chicago,True,train
is slipping through my fingers an abba song,True,train
is the us party to the rome statute,False,train
is an itinerary the same as a boarding pass,False,train
is a routing number the same as a transit number,True,train
does the us have a fifa soccer team,True,train
does dr. burke die in grey's anatomy,False,train
do other countries have embassies in the us,True,train
is atlantic beach nc part of the outer banks,True,train
is the uk a member of the commonwealth,True,train
can detroit become human be played on pc,False,train
is there sales tax on electronics in nh,False,train
is there more than one season of the white queen,False,train
can you use a weaver mount on a picatinny rail,True,train
does cast iron work on an induction cooktop,True,train
was smokey and the bandit filmed in texarkana,False,train
is there a part 2 for avengers infinity war,True,train
can you cut cast iron with oxy acetylene,False,train
is there something at the end of the new pirates of the caribbean movie,True,train
is carrying capacity the same for all species,False,train
can a fully licensed driver drive with p plates on,False,train
did england go to war over the suez canal,True,train
is memorial day the first day of summer,False,train
do i need an ez pass for each state,False,train
is there any crab in imitation crab meat,False,train
is it against the law to get paid under the table,True,train
is there a sequel to the dark knight,True,train
is the tv series in the line of duty based on a true story,True,train
was season 5 the last season of ray donovan,False,train
is hangar steak the same as flap steak,False,train
is bristol myers squibb a fortune 500 company,True,train
are the who and the guess who the same band,False,train
was the wizard of oz a book before the film,True,train
is there a new season of ncis los angeles,True,train
is the show hart of dixie still on,False,train
will there be a season 3 better late than never,False,train
is finance charge and interest the same thing,False,train
has any woman won the medal of honor,True,train
did the dolphins ever win the super bowl,True,train
is there a military base in spokane wa,True,train
does a 10 week old kitten need milk,False,train
did they ever find the stolen ruby slippers,False,train
are any of the honeymooners cast still alive,True,train
does the us navy have any active battleships,False,train
do they still make dark chocolate kit kat,True,train
is 1-877 a toll free number,True,train
was a real bear used in the movie the edge,True,train
is it the same cast in mama mia 2,True,train
can residents of puerto rico vote for president,False,train
can a metamorphic rock become another metamorphic rock,True,train
is the eye of horus the same as the eye of ra,False,train
is power the same as type 2 error,False,train
is scotland still part of the european union,False,train
is crater lake the deepest lake in the us,True,train
is west edmonton mall the biggest in the world,False,train
is the movie the lake house based on a book,False,train
has ucla won a national championship in football,True,train
is harmony of the seas the biggest cruise ship in the world,False,train
has a nascar driver ever won the indy 500,False,train
can you cut wood with a water jet,True,train
is a cougar the same as a panther,True,train
is there a border between canada and the us,True,train
okinawa world's largest churaumi aquarium in japan,False,train
is once upon a time in mexico the sequel to desperado,True,train
is a filbert the same as a hazelnut,True,train
is it safe to take duphaston during pregnancy,True,train
is the occupational health and safety act federal,True,train
the presence of vestigial structures is explained by the common descent hypothesis. true false,True,train
is the cervix the same as the uterus,False,train
does the sun set in the north pole,True,train
is 1-866 toll free from canada,True,train
is it legal to ride a bike without a helmet in california,True,train
has the open ever been played in ireland,True,train
is the tv show the expanse on netflix,True,train
is free cash flow the same as net income,False,train
does carbonic acid decompose into water and carbon dioxide,True,train
is the national park service a non profit,False,train
does okja die in the end of the movie,False,train
do mps get paid when they lose their seat,True,train
does the xbox 360 play original xbox games,True,train
is matthew mcconaughey in angels in the outfield,True,train
