prompt,gold
"How to clean baby bottles that have a milk odor. Wash the bottle with warm water and detergent. Try to also remove any visible milk residue on the bottle by rinsing it out several times with warm water and detergent. Add a tablespoon of baking soda into the bottle.

Choose the most appropriate continuation:
0. Try to use powdered baking soda, which is marketed as gentle but effective at cleaning bottles. Scrub the inside of the bottle with dish soap.
1. Combine at least 3/4 teaspoon baking soda with a gallon of warm water in the microwave, stirring to combine. The soda should take on the smell of warm milk.
2. Mix a tablespoon of baking soda and a tablespoon of salt into a bowl and soak it in warm water, using a soapy rag. If the baking soda feels dry, add a pinch of salt to the water and fill the bottle with the baking soda.
3. Then, fill the bottle up halfway with warm water. If you fill the bottle completely with water, it will be hard to shake up the contents in the bottle because there is no free space in the bottle.

Answer with only the number.
Answer:
",3
"How to moisturize your scalp. Choose a moisturizing shampoo. You don't want a harsh shampoo that strips oils from your hair and skin. Choose one formulated to moisturize your scalp and hair, such as a formula that includes hyaluronic acid or argan or tea tree oil.

Choose the most appropriate continuation:
0. The shampoo is water-based and contains juicers which help keep moisture in the scalp. Steer clear of shampoos and gels with chlorine as these can strip shine from your hair and make it look oily.
1. Avoid ingredients with exfoliating compounds, especially those labeled as "" sulfates. "" these are only to be applied to your scalp.
2. Shampoo your hair only twice or three times per week. Shampooing your hair too often can strip the oil from your scalp and leave your skin and hair dry.
3. After you use the shampoo, dampen a soft washcloth with water and apply to your hair, paying extra attention to your scalp. Avoid using shampoo that contains perlite or bicarbonate.

Answer with only the number.
Answer:
",2
"How to apply eyeliner to small round eyes. Apply a light-colored eyeliner to your waterline. Use a white or nude colored eyeliner for the best results. Light colors will open and brighten your eyes so they look bigger.

Choose the most appropriate continuation:
0. You will need to apply the eyeliner in this color to begin with. Then, move on to your waterline and then your eyelid.
1. Focus on your waterline when working with eyeliner. For more precise eye work, get a small eye brush (such as a toothpick, eyebrow brush, or electric wand), and water that goes with eyeliner on smaller, streaky areas.
2. Apply a softer line of eyeliner on your waterline for a more natural look. Avoid applying eyeliner all the way across your waterline if you have close-set eyes, as this will make them appear closer together.
3. Only use white eyeliner for brown eyes. Otherwise, the eyeliner won't pop as much and will sink into your eyebrows and make your eyes look round.

Answer with only the number.
Answer:
",2
"How to wear leather leggings. Choose between real and faux leather. Most leather leggings are actually made with faux leather instead of the real deal, but you can go with either option. Most faux leather is made from stretchy fabric, like spandex, coated with some form of black polyurethane.

Choose the most appropriate continuation:
0. The black material forms a good barrier against excess heat and moisture, making it easy to wear. Add leather leggings to your wardrobe in order to keep them in style without leaving all or most of the ankle or thigh holes exposed.
1. This creates a cushioning effect, allowing you to get a good, durable fit. As such, faux leather leggings are very flexible and comfortable.
2. Faux leather is generally cheaper and easier to care for. You can usually wash faux leather in your washing machine without damaging the material, but real leather tends to be more temperamental.
3. This covering means that the leggings have a highly visible sheen and an ultra-reflective layer on them. This makes them a classic choice for casual situations.

Answer with only the number.
Answer:
",2
"How to choose the right insulation contractor. Licensed and insured. The contractor you are hiring has a current license to perform work in the state and is insured to state regulations. Experience.

Choose the most appropriate continuation:
0. Architects, engineers, architects, architects, engineers, architects, engineers, engineers. The contractor should at least have a clear knowledge of the state and federal environmental regulation department.
1. The owner of the home can gather information about the owner by applying for the license. These like was needed to obtain property insurance, improve the value of the home, and determine whether the home is suitable for the home owner as a whole.
2. That has been in business for a respectable number of years. There are contractors who have been around for over 35 years and you just can't beat experience.
3. A contractor does not possess a lot of experience in a specific area. In addition, the contractor may not be certified by an accredited insurance company.

Answer with only the number.
Answer:
",2
"How to do cute middle school hairstyles. Rock a ponytail. Though it's a classic style, there are plenty of ways to freshen up a ponytail and make it look older for middle school. Wear a high ponytail.

Choose the most appropriate continuation:
0. Throw your hair up into a high ponytail to hide it from view. Lay a cute towel around your pillow to catch the bobby pins and paste.
1. Wrap a ribbon around your shoulder and tie with a scarf. This way your ponytail will also be able to be braided.
2. This looks especially great if you have medium-length hair. After you put your ponytail in place and secure it with elastic, pull on the top and bottom of the ponytail right beside the band.
3. Ponytails are cute, but they will put a lot of tension on the bottom part of your hair. Dress up the style with updos and conditioners.

Answer with only the number.
Answer:
",2
"How to stop forcing yourself to act okay. Stop worrying about what others think. To be yourself and stop pretending, you have to stop analyzing how you come across to others. Not focusing on how you're acting allows you to instead focus on what you're doing, which is when people are typically themselves.

Choose the most appropriate continuation:
0. If you see any people who come off as overly confident or arrogant, remind yourself that they're not what they're looking for. Put yourself in their shoes, and ask yourself questions like, "" am i acting okay? "" to set clear boundaries and respect yourself.
1. Not constantly seeking approval from others by pretending to feel good when you don't, allows you to be yourself, which is usually more enjoyable than putting on a charade. Whenever you catch yourself worrying about others' opinions of you, quickly evaluate your situation.
2. Here are some things you can do to give up the mentality that you're the total opposite of how the person looks at you : Realize that you are human. At one point you might judge a person for being crazy, which may be hard, but this is okay.
3. One study showed that replacing negative thoughts with positive ones can help "" force "" the behavior. Example: maybe i am running late to class due to a coworker who isn't impressed with my performance.

Answer with only the number.
Answer:
",1
"How to talk so teens will listen. Remove distractions to make listening easier. Getting your teen to listen is much easier when you aren't competing with their cell phone or the television. Eliminate these distractions and your message is more likely to actually be heard.

Choose the most appropriate continuation:
0. If you're in a class, ask a teacher to remind your teen to turn off all phones during class. You can still provide them with distractions if they just want to take their mind off of school.
1. Decide which (or all) distractions will help your teen hear more clearly. Let your teen hear the message from another part of the house, from a windowsill outside, or in rooms that are quiet.
2. When you're planning to talk, turn off the tv and ask your teen to silence their phone or leave it in another room. If your teen is the type to feel intimidated by face-to-face discussions, try chatting with them during tv commercials.
3. Research shows that some teens prefer to be ignored or...without a distraction. Keeping the screen fairly up will help correct that.

Answer with only the number.
Answer:
",2
"How to sell items at a farmers market. Offer items that are in demand. If you notice that people are asking if you have bagged, pre-washed lettuce leaves instead of whole heads, modify your selection to include more bagged lettuce. When you sell items at a farmers market, these items should reflect what the local community wants.

Choose the most appropriate continuation:
0. Choose items that are in high demand, and offer specific discounts. For example, you might offer pre-steamed burgers for $200.
1. Keep produce items fresh and on ice if necessary. Nobody wants to purchase wilted produce.
2. For example, you might encourage people to purchase bags of frozen veggies or low-calorie cheese. Then you should offer fruits and vegetables "" as a "" item.
3. Give people old, used, or damaged lettuce as prizes. Compete with items in your potato-producing area.

Answer with only the number.
Answer:
",1
"How to use hand sanitizer. Clear your hands of all debris and jewelry. Take off all rings and other jewelry that may be covering the surfaces of your hands. If possible, rinse and remove all traces of visible organic matter such as dirt, grease, and food in order for the hand sanitizer to be most effective.

Choose the most appropriate continuation:
0. Squirt the hand sanitizer into the palm of one hand. Be generous with the amount of sanitizer applied.
1. You may also consider dry cleaning items such as oven mitts and a dust mop. Wash your hands before and after handling or using the hand sanitizer.
2. This is especially important if you have blackheads or other serious issues. Normal hand sanitizer will not provide an effective solution.
3. If you want to avoid contaminating your hands with harmful germs, turn your hand sanitizer gel into a face wash first, and dry your hands with a soft towel. Always shake the cap off before rinsing.

Answer with only the number.
Answer:
",0
"How to invite someone to chat in gmail. Open the gmail website. If you haven't done so already, log in with your gmail email address and password. Click "" hangouts conversations "".

Choose the most appropriate continuation:
0. It's in the top-right of the window, just above the gmail message wheel. Select "" people "", then select "" someone "" from the drop-down list.
1. This displays a list of all of your various hangouts and friends. Click "" invite "" when it appears on your current profile page.
2. This is the quotation mark icon in the bottom left corner of your page. Skip this step if your chat bar is already on the hangouts conversations menu.
3. If you don't see this button, skip to step 4 of this article. Click "" chat books "" on the menu of your browser.

Answer with only the number.
Answer:
",2
"How to bottle feed babies. Gather your equipment. Before you are able to bottle feed you will need to purchase bottles, nipples, a bottle brush, and a sterilizer. A sterilizer is optional if you have a dishwasher that has a steam setting.

Choose the most appropriate continuation:
0. If your dishwasher does not have a steam setting, then you will need to purchase a pair of sterilized cotton balls and a clean syringe. Also remember that you will be using this brush to administer weaning.
1. There are many types of bottles and nipples you can choose from. Some babies take to only one type of nipple and may you go through many nipples trying to figure out which one they like and latch on too.
2. If not, your access to the sterilizer should be limited, or restricted. Sterilizers can be purchased for "" non-food "" equipment, but also for household implements like a toilet.
3. Purchase a blanket or cloth diaper. If you are concerned about babies' bodies getting wet, you can sterilize a blanket or cloth diaper for a younger baby.

Answer with only the number.
Answer:
",1
"How to improve digestive health with fermented foods. Eat fermented beans. Studies have linked fermented beans like tempeh (fermented soybeans) with improvements in bowel and menopausal health. Tempeh may also protect your heart against disease and protect you from some cancers.

Choose the most appropriate continuation:
0. Fermented beans may also reduce inflammation of the esophagus. Introduce instant fermented vinegar in your diet.
1. Fermented beans contain beneficial bacteria that heal liver and kidney problems. However, they are not regulated and should not be ingested with fermented beverages.
2. Fermented beans, such as tempeh, are also known as purnate beans. Women should eat four to eight grams of fermented beans per day.
3. More research is needed to determine a daily recommended intake, but you should start by just including tempeh in your diet. Tempeh is also a complete protein which means it has all the amino acids your body needs to make more protein.

Answer with only the number.
Answer:
",3
"How to decide where to go on a day out. Just go somewhere. At the start of the holidays the kids won't really mind where they go. Maybe you can call up a few of the moms or dads that you know from school and invite everyone to a local park or inexpensive country park with play areas.

Choose the most appropriate continuation:
0. It's hard to go to a certain place just because it's more fun. Have video games with your kids! Games can be an option if they're old enough so your kids don't get bored with them.
1. Keep on visiting different nature areas that you know of locally. Maybe there are some forest trails in the areas.
2. If the kids pick a certain area, you can turn it into a weekend getaway. Again, make sure you call ahead of time and bring both teams, or at least one friend.
3. The possibilities are endless, and you'll get new yards too, which will delight your family. You don't have to spend the holidays making a movie, just having an evening "" get-together.

Answer with only the number.
Answer:
",1
"How to make a dutch braid. Start with neatly brushed, dry or damp hair. You can do a dutch braid on dry or damp hair, but it needs to be brushed and free of any knots or tangles. If you have any flyaways, lightly mist them with water or tame them with a smoothing product like a serum or pomade.

Choose the most appropriate continuation:
0. Braiding on wet hair is a great way make your hair curly without using heat. You will have to let your hair dry completely before taking the braid out, however.
1. Use a comb to brush hair down from the forehead into a low ponytail before curling or twisting it. After the ponytail is in place, use a hair straightener or smoothing serum to prevent flyaways from damaging your hair.
2. Take 2 or 3 sections of hair from the back of your head (near your ears) and part them. Run your fingers along the section to open it up and remove any tangles.
3. Apply a finishing serum to your hair. Many people can choose to apply a finishing serum directly to the ends of the braid.

Answer with only the number.
Answer:
",0
"How to stop your shoes from squeaking. Sprinkle baby powder underneath the insoles in your shoes. If your insoles are moving around a lot when you're walking, that could be why your shoes are making squeaking noises. Pull out the insoles, sprinkle some baby powder inside of your shoes, and then put the insoles back in.

Choose the most appropriate continuation:
0. Notice if your shoes make any clicks around the insole. This could be because they have a slight pocket that collects dust and clean up debris when they're not wearing the normal way.
1. The baby powder will help reduce the friction between your insoles and shoes so they don't squeak as much. If you don't have baby powder, you can use talcum powder or cornstarch instead.
2. Baby powder should be a good alternative for your insoles. Replace them if they start to squeak.
3. Baby powder keeps the soles from rattling too much and makes them softer and easier to press against. It also blocks dust from entering your shoes, making them more durable.

Answer with only the number.
Answer:
",1
"How to add an outline to a google doc on pc or mac. Go to https: // docs.google.com. In a web browser. If you're not already signed in to your google account, enter your login information to do so now.

Choose the most appropriate continuation:
0. Click the document you want to edit. This opens the contents of the document.
1. Click on the outline icon located at the top right corner of the html file. It looks like a sheet of paper with three columns at its top-right corner.
2. You'll need to create an account in order to create a composite outline. Click the "" design templates "" link.
3. Click on "" create and hold "". At the bottom of the page is a button labeled "" create new ""; click this button to create a new file file.

Answer with only the number.
Answer:
",0
"How to explain funerals to children. Sit your child down. Before broaching the subject of death and funerals, find a time to sit your child down. Use this time to find out what they already know and to fill in any gaps in their knowledge of death and dying.

Choose the most appropriate continuation:
0. You want to be as explicit as possible, but try not to overwhelm your child by giving them too much information. Allow your child to come to you alone if they ever need a break in a conversation.
1. Choose a calm time of day to talk about the subject, perhaps in the morning or during a time when you usually read to your child. Other opportunities to talk about death and dying with children are when they encounter a dead plant, tree insect, or animal, like a bird.
2. Consider setting up an appointment with your child's primary care physician. Ask your child which denomination they were born in.
3. You can do this by asking your child to think of the deceased's name and the funeral location while you talk. They can follow along, but they will not have to bring up the deceased's name.

Answer with only the number.
Answer:
",1
"How to make your ex girlfriend want you again. Try the no contact rule. Determine a set amount of time where you will no longer interact with your ex. This includes phone calls, text messages, social media, and in person meetings.

Choose the most appropriate continuation:
0. You are not to initiate contact or respond to her at all. This will give both of you space to heal and work out your feelings.
1. A few days is a good range if you are unable to talk to your ex again, unless you plan to contact her again. Give your friend or family member a call if your ex calls you.
2. Taking the time to truly acknowledge the situation can be difficult, but it can be a good idea in the beginning. This will give you time to ensure you are not leaving someone on the rebound.
3. You want to know where she works, where she spends most of her time, and who she hangs out with. Not all relationships work for the same person, and some people may not want to spend time with you more than once during breaks or weekends.

Answer with only the number.
Answer:
",0
"How to organize earrings. Get some mini, plastic drawer units. They are actually meant for storing office supplies, but they work great for earrings! You will typically find them in the storage section or office supply section. If you'd like, you can line the bottom of each drawer with a piece of foam.

Choose the most appropriate continuation:
0. This will help to protect the jewelry in case of damage. For example, if you have a big bulky wooden jewelry box, use the base and sides of a foam-top plastic drawer unit instead.
1. This way, you can poke your earrings into the foam to keep them in place. Choose a small one that is about 6 to 8 inches (15.
2. Does this work for some? If so, this is a great idea because you won't need as much paper to mark your row. Your original rule of thumb is that if you need a specific drawer, line it with a piece of foam.
3. Here are some ideas to get you started : Double-sided or zippered drop-side drawers online storage companies helpline. Look at recycling baskets. Ask your friends to keep their jewelry there.

Answer with only the number.
Answer:
",1
"How to care for your micro bikini. Instructions. Read and carefully follow any fabric care instructions that come with or are listed on your bikini wear. You don't want to ruin it and use something that's going to make the color fade or stain even more.

Choose the most appropriate continuation:
0. In order to be even more sure, determine how to care for it. The first thing to do is to take the time to familiarize yourself with the basic components of the bikini and decide if it's the right size.
1. Carefully measure the waist and locate the cutout of the fabric on your bikini. The waist is the point at which the cut is visible through the fabric.
2. The best tips for ensuring a color blooming, photogenic look to your bikini are that you can always paint and/or steam tan later. Plan your trim after you have washed.
3. Determine if you are going to hand wash or machine wash your bikini wear. Take in consideration the fabric, texture and ornaments, if any, that may be affected.

Answer with only the number.
Answer:
",3
"How to apply for the mba entrance exam. Take the gmat for a standard and common exam. The gmat is by far the most common mba entrance exam. Unless you're planning on an uncommon specialization within your business degree, or know that the university you're applying to requires a different mba exam, you should plan to take the gmat.

Choose the most appropriate continuation:
0. If you're unsure of the option available in your area, or don't intend to study for this exam, you may consider txing. Prepare for the gmat exam by signing up for your mba on the gmat website.
1. The test is comprised of 500 questions. Without studying for two to three hours, the average gmat study time for students is less than half an hour.
2. The gmat comprises 4 sections: analytical writing, integrated reasoning, verbal, and qualitative. Take the gre general test if you have strong verbal skills.
3. Use it to assess your academic or practical level before applying for it to get a recommendation. Enroll in gmat to get accepted to a certain top or 3.0 level.

Answer with only the number.
Answer:
",2
"How to style a khaki dress. Choose a dress based on the weather. Khaki can be worn in both the warmer and cooler months. When selecting a khaki dress to wear, keep the weather in mind.

Choose the most appropriate continuation:
0. Temperatures can skyrocket, especially in extreme climates, so keep an eye out for climates that will be frigid and rainy. If you intend to wear the dress in a place with higher temperatures, avoid top temperatures or long coats.
1. Is it okay for rainy days or overcast days? While variety is important, set expectations for your dress by creating clothes according to these factors. Try a poofy skirt or a plain print.
2. Pick a dress that won't be too warm or too cold for the occasion. For cooler months, try a knit khaki dress.
3. The temperatures are usually very hot out, so avoid a dress that's too cold. The hotter the weather, the more heat you'll burn off your khaki dress.

Answer with only the number.
Answer:
",2
"How to become an fbi agent. Make sure you meet the minimum requirements for application. You must be under 37 years of age when you're hired but at least 23 years of age. Have a driver's license in a us state.

Choose the most appropriate continuation:
0. Be a citizen of another country with no previous criminal history or any criminal convictions within the last three years. You must also have a social security number but no previous criminal convictions.
1. Be 21 or older when you apply for licensing. You must be a resident of a us city or county.
2. Have a valid valid federal or state-issued id (usps). Notify your employer and other consumers as soon as possible, which may affect their decision to hire you.
3. Have a minimum of a bachelors degree from an accredited four year university be physically able to complete the training and execute the duties. This includes the ability to fight, complete fire arms training, and other duties as required.

Answer with only the number.
Answer:
",3
"How to keep a dog from chasing horses. Teach your dog to sit. Before you introduce your dog and horse you need to be sure that you have taught your dog the basic commands, like sitting, that would allow you to keep them safely under control. Get on your puppy's level.

Choose the most appropriate continuation:
0. Then switch out puppy seats and allow them to sit with you. Show your dog that you have taken your presence of affection into consideration.
1. Hold a treat close to its nose and move the treat up so that your dog begins to lower its butt. Once its butt hits the floor give it the treat.
2. Note how you might even need to have a friend teach your dog the commands. The best way to teach your puppy to sit is to use its training book or experiment with different commands.
3. Find its rear and hold it in your hand. Then, take the horse's rear and place it in your lap.

Answer with only the number.
Answer:
",1
"How to do a 24 hour gaming marathon. Pick a console to use and a game to play on that console. Get snacks to eat during the marathon. Some examples of good snacks are : Cheetos chips pizza cookies dunkaroos. Get drinks for the marathon.

Choose the most appropriate continuation:
0. You need to stay hydrated and awake throughout the whole marathon. Drink lots of water and no more than two energy drinks per person.
1. Decide how many, and which place on the board you will hit. You can play with doors or just go to the end and play with them as you normally would.
2. This will give you more energy and help you get through the marathon. Buy some beers at home or buy generic soda.
3. Liquor, beer, water, juice, sports drinks, soda and everything else. Just make sure not to exceed the recommended volume (which will be two ten gallon tanks).

Answer with only the number.
Answer:
",0
"How to annoy your siblings. Follow your sibling around wherever they go. If they ask what you're doing, just ignore them or say, "" nothing. "" if they leave the house, follow them outside.

Choose the most appropriate continuation:
0. Annoy your sibling with occasional gestures like a "" stay where i'm "" style. They'll leave you alone and completely forget to annoy you later.
1. You can also threaten your sibling if they do something unusual. Consider saying, "" sneaking outside when you guys are asleep is not your idea of fun.
2. If they lock themselves in a room, wait outside the door and keep reminding them you're there. Every few minutes, say something like "" hey, i'm still here.
3. A nice conversation can lead to really fun. Be friendly, like parents would be with a child.

Answer with only the number.
Answer:
",2
"How to dissolve a corporation. Vote to dissolve. Read your by-laws or articles of incorporation to find the procedures for dissolving the corporation. Typically, you will need the board of directors or shareholders to vote in order to authorize the dissolution.

Choose the most appropriate continuation:
0. Because bankruptcy can be complicated, it is often best to draft your notice of dissolution in the presence of a judge. File the papers to dissolve a corporation.
1. Identify the owners of the company and identify the debtor. For instance, if the company owns bank accounts, you would vote to dissolve those accounts.
2. You will also be given notice of the dissolution of the corporation. All articles of incorporation must address this waiver.
3. If your governing documents are silent about the dissolution process, then you will need to read your state's statute. You can find it either at a law library or by searching online.

Answer with only the number.
Answer:
",3
"How to figure out her ring size. Ask her friends. Her friends may have no idea what size she wears, but it is certainly worth a shot. You'll probably have to tell them why you're asking, so be prepared with a story if you don't feel comfortable telling them the truth.

Choose the most appropriate continuation:
0. You may be able to study the ring size she wears several times before having her finally wear it. If you do not feel comfortable telling her outright, or you just don't think it looks right on her, do not ask her to wear the ring one time.
1. You could also ask one of her friends to take her ring shopping. It is less likely to arouse suspicion if a close girlfriend casually suggests wanting to go ring shopping.
2. Some good stories to tell are : Reference their mother for you. Keep it short: "" but how does our mother look wearing one? "" be as specific and focused as possible.
3. You can do this in person with some friends, but at the very least, they'll probably have had plenty of opportunity to talk to her and to figure out if the ring size is appropriate. If you absolutely cannot get anyone to tell her, hire a friend.

Answer with only the number.
Answer:
",1
"How to solve your sinus problems. Try rinsing with a neti pot. Warm saline water rinsed through your sinus cavity is known as "" nasal irrigation "" and can help dissolve mucus and ease nasal congestion. Be sure to use clean saline water each time you, and disinfect it thoroughly after each use.

Choose the most appropriate continuation:
0. This method is best used for people that are coughing or sneezing as well as patients who use home remedies. Remove your hands and place them in the neti pot on either side of the sinus cavtum.
1. Don't use the water specifically for treating sinus problems; it can cause irritation and other problems in your sinuses. If necessary, get a neti pot soaked in warm (not boiling) water before using it to rinse your sinuses.
2. Try grapefruit seed extract supplements. If you think your sinus problems might be the result of a sinus infection, then you might benefit from taking grapefruit seed extract supplements.
3. You can purchase a neti pot online or from a medical supply store. If your sinus infection has dried up, use it right away.

Answer with only the number.
Answer:
",2
"How to clean pearls. Mix a mild dishwashing detergent with water. You can wash pearls in warm, soapy water, but it's important to use a mild detergent. Add 1 teaspoon (5 ml) of soap to 1 quart (946 ml) of warm water to dilute it, and mix well to create a soapy solution.

Choose the most appropriate continuation:
0. You can use any kind of soap to clean pearls, from dish soap to dish detergent to baby shampoo. You can even prepare the mixture specially to wash pearls by hand if you want to avoid unnecessary heating.
1. Ensure that the water is warm and not hot because it can damage the pearls, especially if they are real. A gentle dishwashing liquid or a laundry detergent meant for delicates works well for washing pearls.
2. You should use an all-natural dishwashing detergent if you use a dishwasher. Using a normal dishwasher detergent will ruin the pearls, which can make them hard to clean.
3. Pearls are delicate, so avoid adding too much, which could damage the pearls. Apply a mixture of white vinegar and baking soda.

Answer with only the number.
Answer:
",1
"How to give yourself a scalp massage. Find a relaxing place to sit. Choose a comfortable chair with a solid back that can support your weight. Put your phone on silent and minimize background noises.

Choose the most appropriate continuation:
0. Still, focus on the feel of the hands of the therapist. For an even better sense of what it's like to have someone massage your scalp, park somewhere quiet and relaxing.
1. Traditionally, massages are performed in the morning, while other times of day, the practitioner will deliver the massage. One advantage of a scalp massage is that you won't have to worry about the weather.
2. You may even want to dim the lights a bit. If you find music relaxing, put something on, but set it to low volume.
3. If you're hard of hearing, try focusing on a small object nearby. If you're into music, play quietly or turn on your favorite music.

Answer with only the number.
Answer:
",2
"How to stop feeling like you're inferior, passive, or weak. Compliment your strengths and focus on them, chances are your being very hard on yourself. Talk to someone that you can open up to, a friend, boyfriend or girlfriend, a parent, sibling, etc. Tell them why you feel so weak, maybe see what they have to say about your situation.

Choose the most appropriate continuation:
0. Remember that trouble makers push someone around, act socially awkward and are never dramatic when everything is arranged around them. They are usually someone you can trust, and that is all you have to know about them.
1. Let yourself be happy, don't put yourself through hell, you don't deserve it. Understand that you are human; you are not perfect.
2. Maybe they've tried other alternative ways of helping you. Stop comparing yourself to others, trying to impress others, you may reach out to other people.
3. It might help to remind yourself of all of your strengths-remember you are doing you job. Moreover, you might find out you're not to blame for any of your flaws.

Answer with only the number.
Answer:
",1
"How to teach a blind or visually impaired child to tie their shoes. Start giving lessons between ages five and seven. Teachers of the blind and visually impaired often stress the importance of learning age-appropriate skills, which contributes to developing motor functioning and increasing independence. Most children learn to tie their shoes between the ages of five and seven, so a blind child should also start learning during this age range.

Choose the most appropriate continuation:
0. By age five, the child should be able to tie their shoes easily and effortlessly. They do not need to grab the laces or add more pressure to them after they've finished tying the shoes.
1. Know that having young children learn to tie their shoes may take a considerable amount of time. It may involve more resorting to traditional 1-step training for children who do not have the ability to walk.
2. Start off slow with the child, since learning this skill won't happen overnight. You don't have to start until you feel they're ready.
3. Gain a mastery of hand-eye coordination. Dementia is often associated with memory loss, which can cause deep nerve damage.

Answer with only the number.
Answer:
",2
"How to hide an erection. Wear tighter underwear. Instead of wearing loose fitting boxers that make an erection visible and obvious, consider wearing tighter underwear like briefs or boxer briefs that can hold down your erection and make it less obvious. Avoid wearing soft silk underwear because they can rub against your penis and cause you to have an erection.

Choose the most appropriate continuation:
0. Clamp the hand on your penis firmly to keep your erection erect. The easiest way to cope with an erection is to clamp your hand tightly on your penis.
1. Wear boxers that cannot slide off if you are not wearing boxer briefs. Resist wearing tight fitting boxers, as having tighter underwear that shrinks can make your erection worse.
2. Wearing heavy underwear can also make the erection easier to hide. You should see an emergency medical professional to see if you are struggling with uncomfortable clothing for more serious reasons.
3. Cover your crotch area with a large object. You can cover up your erection with a book, blanket, laptop, backpack, or anything else that can go on your lap.

Answer with only the number.
Answer:
",3
"How to copy paste tab delimited text into excel. Copy all of your tab-delimited text. Tab-delimited text is a format for storing data from a spreadsheet as a text file. Each cell is separated by a tab stop, and each record exists on a separate line in the text file.

Choose the most appropriate continuation:
0. Select all of the text you want to copy to excel and copy it to your clipboard. Select the cell in excel that you want to paste into.
1. Shortcut: click file, select paste tab. Save the file as mtrl and open a new file explorer window.
2. Therefore, all the cells in the spreadsheet document are in the same line. Allow you to highlight tabs if you want an edited effect.
3. Paste tab delimited text is copied into cells a1 through a2. In the left-hand column, select cell a5.

Answer with only the number.
Answer:
",0
"How to use an alum block. Purchase an alum block. Alum blocks are becoming more common in the us. You can now find them at many drugstores and beauty supply stores.

Choose the most appropriate continuation:
0. Alum blocks come in several basic forms-steel block, ceramic block, and copper block. This type of block is great for both temporary and permanent storage.
1. If you're not sure where to look, ask an employee. You can also purchase an alum block online.
2. An alum block is a unique shape or shadow of a heart. Look for a very small sculpture made from one or more alum blocks.
3. Heavy duty alum blocks are generally sold for as little as $50. Cut the block and lay it out on a flat surface.

Answer with only the number.
Answer:
",1
"How to keep celery crisp. Wrap the celery tightly in aluminum foil. Celery often goes bad fast because it releases ethylene, a ripening hormone. When wrapped in foil, foil allow the ethylene to escape.

Choose the most appropriate continuation:
0. Make sure the foil does not cover the entire celery stalk, as this will encourage the fennel to go bad faster. The container should have a lid or ring so that fresh leaves won't clog the bottom when they thaw.
1. Sometimes when you wrap your celery properly, it will stay in place despite its brittle state. Some studies show that wrapped celery can last several days if you wrap it tightly in aluminum foil.
2. If you use aluminum foil, take care not to have the raw corn separated into two halves by layers of foil. Note that, while wrapped in aluminum foil, the released ethylene slows the shelf life of the celery, rather than stops it from cooking.
3. If celery is stored in a loose plastic bag, ethylene is trapped, which will cause the celery to get limp. Aluminum foil prevents celery from becoming overripe and losing crispness.

Answer with only the number.
Answer:
",3
"How to make your locker useful and decorative. Clear your locker if it is messy. If it's brand new, you are very lucky! New lockers are the best. No mess, no fuss, no worry over what there is to throw out and what not.

Choose the most appropriate continuation:
0. Clean with soap and water and rinse well. The key is to clean the outside of the locker.
1. Purchase things that you think you should have. Items such as locker shelves and magazine racks are perfect for spaces as small as a locker.
2. Pick the best editor that would edit the locker in an insightful way. To get a good editor, go to schools' website, and you can show them your locker is the one with the best information.
3. All that really costs we are really looking to get rid of is clutter. Clear it! Maybe you wish you had something from your locker where you know you'll remember what.

Answer with only the number.
Answer:
",1
"How to make an outdoor fireplace from a clothes washer tub. Obtain an old non-working clothes washer. Open lid of washer and remove the top of the agitator to expose the bolt holding the agitator in place. Remove bolt and remove agitator from tub.

Choose the most appropriate continuation:
0. Alternatively, use a seam ripper to remove the bolt holding the agitator in place. Put on a clean apron and gloves.
1. Remove metal collar in the center of the tub. This can be done by placing a pair of water-pump pliers into the groves of the metal collar and striking the pliers with a hammer in a counter-clockwise direction until the collar has been loosened.
2. Bend wheel supports at angles so that they serve as "" gear "" to support the radiator pump. Using white glue, glue onto filter, motor, cover and hot plate and weld around edge of cover.
3. Give the bucket a good shake and place trash into washer and bucket. Put the water container in dishwasher to activate the attachment on the agitator.

Answer with only the number.
Answer:
",1
"How to write a fan letter (preteen ) Introduce yourself. At the beginning of the letter, tell the person your name and why you are writing to them. Do you like their music or their movies? Do you look up to them and want to be like them? Did they help you deal with a problem you were having? Be honest and express your true feelings.

Choose the most appropriate continuation:
0. Mention another fan's name if possible. If you're just starting a fan letter, don't mention race.
1. If you want a fan letter then you need to be open about how you feel. You can read your cover letter but tell the person that you genuinely love music and movies, but that you are tired of discussing that.
2. Make it sound thoughtful and not lame or dumb. This should be the first time you communicate directly with that person in the letter.
3. You may say, "" hi, my name is nicole. I love your music because it helped me get through a really hard time.

Answer with only the number.
Answer:
",3
"How to snapchat a girl. Add her on snapchat. Open snapchat and tap the ghost icon at the screen's top. In the resulting menu, select "" add friends.

Choose the most appropriate continuation:
0. "" tap the "" create new group "" button (start logging in one of the following ways). This will create a new group for you.
1. "" below that is a list of friends who have previously added the person or you. Scroll down the list to tap a friend.
2. "" after that, you'll be able to add her with her username, through your phone's contacts (though you'll need to already have her number), or with a special snapchat code. If you don't have her username, number, or snapchat code, you can always add her by finding her in the friends' list of a mutual friend.
3. "" a small window will pop up telling you if your selected people have successfully added friends. You can add plus one of her friends on facebook, twitter, or other other social networking platforms.

Answer with only the number.
Answer:
",2
